train-loss,val-loss,f1
3.058209111293157,2.585066318511963,0.14846938775510204
2.041473130385081,2.0834598541259766,0.17893217893217891
1.7369855642318726,1.9528694152832031,0.14830004303688515
1.5845065613587697,1.881209373474121,0.18681893810155642
1.530854880809784,1.8465354442596436,0.18656462585034014
1.4760112365086873,1.8355096578598022,0.20601776179579384
1.4172228972117107,1.803856611251831,0.20425170068027212
1.4232431650161743,1.767864465713501,0.25978578565929294
1.371568540732066,1.7400377988815308,0.2310090702947846
1.2966823478539784,1.7329989671707153,0.24886361867401421
1.3231915533542633,1.702781081199646,0.23077564359076966
1.302046577135722,1.6922541856765747,0.23077564359076966
1.2850082019964855,1.6695271730422974,0.23077564359076966
1.2626551290353139,1.6542607545852661,0.23077564359076966
1.2357896665732067,1.6095715761184692,0.23077564359076966
1.203454504410426,1.6067960262298584,0.23061313414254592
1.2018159627914429,1.5780888795852661,0.2326902025177887
1.1783781548341115,1.5661755800247192,0.25316505912709913
1.156714806954066,1.5483332872390747,0.2528331332533013
1.1585972905158997,1.5451267957687378,0.2879138321995465
1.163555254538854,1.5255563259124756,0.2879138321995465
1.148563712835312,1.5489349365234375,0.32372194854953473
1.1472640186548233,1.502916932106018,0.2868467386954782
1.1492945750554402,1.511693000793457,0.2706552706552707
1.1171146978934605,1.4869409799575806,0.3398453398453399
1.1127579361200333,1.4634864330291748,0.33653846153846156
1.120557005206744,1.4704023599624634,0.3589065255731922
1.0958927224079769,1.4822919368743896,0.3436633912824389
1.1002930104732513,1.4748926162719727,0.36602079912424734
1.092949574192365,1.4470949172973633,0.33653846153846156
1.1173908114433289,1.448571801185608,0.3395061728395062
1.0977227141459782,1.4262880086898804,0.38236961451247165
1.0948806305726368,1.4673776626586914,0.3663003663003663
1.0500104228655498,1.4198576211929321,0.35964770523594053
1.0716441720724106,1.4578124284744263,0.36592970521541945
1.0663190583388011,1.4115875959396362,0.34836601307189546
1.0644340167442958,1.4775967597961426,0.3315467212526036
1.0438184688488643,1.4472473859786987,0.3461538461538461
1.0342426250378292,1.4891387224197388,0.3906122448979592
1.057100623846054,1.4554784297943115,0.3242630385487528
1.052632714311282,1.4713290929794312,0.3906122448979592
1.0381203691164653,1.4544382095336914,0.3854175611338504
1.0556006183226903,1.4362456798553467,0.41276742581090403
